Time, Aggregate
2014-04-01 00:00:00,352.0
2014-04-01 00:10:00,322.19
2014-04-01 00:20:00,264.93
2014-04-01 00:30:00,178.75
2014-04-01 00:40:00,172.91
2014-04-01 00:50:00,191.51
2014-04-01 01:00:00,179.919191919
2014-04-01 01:10:00,205.98019802
2014-04-01 01:20:00,174.636363636
2014-04-01 01:30:00,212.06
2014-04-01 01:40:00,226.56
2014-04-01 01:50:00,309.287128713
2014-04-01 02:00:00,407.585858586
2014-04-01 02:10:00,395.346534653
2014-04-01 02:20:00,336.101010101
2014-04-01 02:30:00,375.00990099
2014-04-01 02:40:00,634.595959596
2014-04-01 02:50:00,624.32
2014-04-01 03:00:00,502.83
2014-04-01 03:10:00,474.59
2014-04-01 03:20:00,495.752475248
2014-04-01 03:30:00,552.33
2014-04-01 03:40:00,506.59
2014-04-01 03:50:00,412.454545455
2014-04-01 04:00:00,469.12
2014-04-01 04:10:00,577.92
2014-04-01 04:20:00,630.871287129
2014-04-01 04:30:00,569.292929293
2014-04-01 04:40:00,466.8
2014-04-01 04:50:00,434.95049505
2014-04-01 05:00:00,459.34375
2014-04-01 05:10:00,389.841584158
2014-04-01 05:20:00,623.414141414
2014-04-01 05:30:00,373.03030303
2014-04-01 05:40:00,539.52
2014-04-01 05:50:00,372.33
2014-04-01 06:00:00,579.464646465
2014-04-01 06:10:00,517.13
2014-04-01 06:20:00,697.41
2014-04-01 06:30:00,610.08
2014-04-01 06:40:00,569.96
2014-04-01 06:50:00,2484.14
2014-04-01 07:00:00,1222.27368421
2014-04-01 07:10:00,654.46
2014-04-01 07:20:00,575.17
2014-04-01 07:30:00,572.416666667
2014-04-01 07:40:00,660.059405941
2014-04-01 07:50:00,1398.76767677
2014-04-01 08:00:00,673.707070707
2014-04-01 08:10:00,583.222222222
2014-04-01 08:20:00,754.13
2014-04-01 08:30:00,811.86
2014-04-01 08:40:00,867.1
2014-04-01 08:50:00,269.656565657
2014-04-01 09:00:00,214.223404255
2014-04-01 09:10:00,259.260869565
2014-04-01 09:20:00,327.516483516
2014-04-01 09:30:00,332.824742268
2014-04-01 09:40:00,342.635416667
2014-04-01 09:50:00,295.967391304
2014-04-01 10:00:00,291.11627907
2014-04-01 10:10:00,297.701923077
2014-04-01 10:20:00,390.642105263
2014-04-01 10:30:00,447.494382022
2014-04-01 10:40:00,435.803921569
2014-04-01 10:50:00,331.377777778
2014-04-01 11:00:00,319.969387755
2014-04-01 11:10:00,335.46875
2014-04-01 11:20:00,360.959183673
2014-04-01 11:30:00,333.34
2014-04-01 11:40:00,378.808080808
2014-04-01 11:50:00,281.070707071
2014-04-01 12:00:00,331.103092784
2014-04-01 12:10:00,416.792079208
2014-04-01 12:20:00,242.904255319
2014-04-01 12:30:00,307.553191489
2014-04-01 12:40:00,248.112359551
2014-04-01 12:50:00,289.78125
2014-04-01 13:00:00,269.808080808
2014-04-01 13:10:00,254.226804124
2014-04-01 13:20:00,184.416666667
2014-04-01 13:30:00,170.05
2014-04-01 13:40:00,272.776595745
2014-04-01 13:50:00,1107.1980198
2014-04-01 14:00:00,306.525773196
2014-04-01 14:10:00,211.153061224
2014-04-01 14:20:00,211.959183673
2014-04-01 14:30:00,355.255102041
2014-04-01 14:40:00,420.323232323
2014-04-01 14:50:00,331.494382022
2014-04-01 15:00:00,179.068181818
2014-04-01 15:10:00,208.098765432
2014-04-01 15:20:00,204.852272727
2014-04-01 15:30:00,626.7
2014-04-01 15:40:00,210.914893617
2014-04-01 15:50:00,236.911111111
2014-04-01 16:00:00,203.215909091
2014-04-01 16:10:00,195.326086957
2014-04-01 16:20:00,302.191489362
2014-04-01 16:30:00,364.777777778
2014-04-01 16:40:00,501.815217391
2014-04-01 16:50:00,795.319148936
2014-04-01 17:00:00,1168.27083333
2014-04-01 17:10:00,1432.58888889
2014-04-01 17:20:00,992.034482759
2014-04-01 17:30:00,569.306122449
2014-04-01 17:40:00,404.0
2014-04-01 17:50:00,408.179775281
2014-04-01 18:00:00,451.391304348
2014-04-01 18:10:00,668.829787234
2014-04-01 18:20:00,980.257731959
2014-04-01 18:30:00,1324.79310345
2014-04-01 18:40:00,588.709677419
2014-04-01 18:50:00,362.340659341
2014-04-01 19:00:00,322.415730337
2014-04-01 19:10:00,289.979381443
2014-04-01 19:20:00,296.758241758
2014-04-01 19:30:00,350.373626374
2014-04-01 19:40:00,301.086021505
2014-04-01 19:50:00,309.476744186
2014-04-01 20:00:00,1155.0625
2014-04-01 20:10:00,453.988235294
2014-04-01 20:20:00,501.677777778
2014-04-01 20:30:00,428.88172043
2014-04-01 20:40:00,419.426966292
2014-04-01 20:50:00,397.306122449
2014-04-01 21:00:00,352.965517241
2014-04-01 21:10:00,319.298850575
2014-04-01 21:20:00,280.462365591
2014-04-01 21:30:00,320.715789474
2014-04-01 21:40:00,341.114942529
2014-04-01 21:50:00,219.074468085
2014-04-01 22:00:00,197.368421053
2014-04-01 22:10:00,245.569892473
2014-04-01 22:20:00,345.033707865
2014-04-01 22:30:00,353.010638298
2014-04-01 22:40:00,201.791666667
2014-04-01 22:50:00,154.604651163
2014-04-01 23:00:00,167.727272727
2014-04-01 23:10:00,243.416666667
2014-04-01 23:20:00,236.010869565
2014-04-01 23:30:00,164.844444444
2014-04-01 23:40:00,149.574257426
2014-04-01 23:50:00,183.695121951
2014-04-02 00:00:00,236.147368421
2014-04-02 00:10:00,216.35483871
2014-04-02 00:20:00,231.629213483
2014-04-02 00:30:00,249.593406593
2014-04-02 00:40:00,236.010869565
2014-04-02 00:50:00,226.866666667
2014-04-02 01:00:00,177.627659574
2014-04-02 01:10:00,167.52688172
2014-04-02 01:20:00,176.590909091
2014-04-02 01:30:00,248.595238095
2014-04-02 01:40:00,277.78021978
2014-04-02 01:50:00,303.777777778
2014-04-02 02:00:00,262.047058824
2014-04-02 02:10:00,250.688172043
2014-04-02 02:20:00,206.76344086
2014-04-02 02:30:00,422.764044944
2014-04-02 02:40:00,757.795454545
2014-04-02 02:50:00,684.097826087
2014-04-02 03:00:00,535.683673469
2014-04-02 03:10:00,414.679012346
2014-04-02 03:20:00,537.476190476
2014-04-02 03:30:00,545.806122449
2014-04-02 03:40:00,464.315789474
2014-04-02 03:50:00,411.322580645
2014-04-02 04:00:00,466.65
2014-04-02 04:10:00,530.122222222
2014-04-02 04:20:00,522.255555556
2014-04-02 04:30:00,439.0
2014-04-02 04:40:00,455.868131868
2014-04-02 04:50:00,550.755319149
2014-04-02 05:00:00,595.545454545
2014-04-02 05:10:00,517.734042553
2014-04-02 05:20:00,1104.97647059
2014-04-02 05:30:00,479.6
2014-04-02 05:40:00,604.483870968
2014-04-02 05:50:00,477.586206897
2014-04-02 06:00:00,674.872340426
2014-04-02 06:10:00,609.197802198
2014-04-02 06:20:00,623.709677419
2014-04-02 06:30:00,1363.86666667
2014-04-02 06:40:00,1021.96296296
2014-04-02 06:50:00,806.929292929
2014-04-02 07:00:00,768.0
2014-04-02 07:10:00,665.23
2014-04-02 07:20:00,658.92
2014-04-02 07:30:00,1924.12
2014-04-02 07:40:00,2554.6
2014-04-02 07:50:00,2618.91
2014-04-02 08:00:00,1237.0
2014-04-02 08:10:00,580.87
2014-04-02 08:20:00,650.444444444
2014-04-02 08:30:00,670.142857143
2014-04-02 08:40:00,2034.56565657
2014-04-02 08:50:00,1464.06741573
2014-04-02 09:00:00,564.19047619
2014-04-02 09:10:00,655.820754717
2014-04-02 09:20:00,825.113402062
2014-04-02 09:30:00,378.739583333
2014-04-02 09:40:00,274.505154639
2014-04-02 09:50:00,248.79
2014-04-02 10:00:00,229.32
2014-04-02 10:10:00,266.577319588
2014-04-02 10:20:00,313.917525773
2014-04-02 10:30:00,278.90625
2014-04-02 10:40:00,194.132653061
2014-04-02 10:50:00,150.340425532
2014-04-02 11:00:00,184.22
2014-04-02 11:10:00,327.510638298
2014-04-02 11:20:00,678.357142857
2014-04-02 11:30:00,766.67
2014-04-02 11:40:00,1019.66326531
2014-04-02 11:50:00,992.08
2014-04-02 12:00:00,248.414141414
2014-04-02 12:10:00,1677.19148936
2014-04-02 12:20:00,161.21875
2014-04-02 12:30:00,154.288659794
2014-04-02 12:40:00,232.989795918
2014-04-02 12:50:00,250.878787879
2014-04-02 13:00:00,346.229166667
2014-04-02 13:10:00,344.488636364
2014-04-02 13:20:00,317.755102041
2014-04-02 13:30:00,827.577319588
2014-04-02 13:40:00,586.212765957
2014-04-02 13:50:00,607.020833333
2014-04-02 14:00:00,605.03030303
2014-04-02 14:10:00,488.568421053
2014-04-02 14:20:00,173.878787879
2014-04-02 14:30:00,229.757575758
2014-04-02 14:40:00,506.244897959
2014-04-02 14:50:00,490.673684211
2014-04-02 15:00:00,2012.06122449
2014-04-02 15:10:00,1693.55102041
2014-04-02 15:20:00,2260.37755102
2014-04-02 15:30:00,1929.41237113
2014-04-02 15:40:00,1632.30927835
2014-04-02 15:50:00,1540.86734694
2014-04-02 16:00:00,2752.47474747
2014-04-02 16:10:00,2156.05208333
2014-04-02 16:20:00,1309.43877551
2014-04-02 16:30:00,1569.46391753
2014-04-02 16:40:00,1402.49494949
2014-04-02 16:50:00,626.27
2014-04-02 17:00:00,750.929292929
2014-04-02 17:10:00,894.919191919
2014-04-02 17:20:00,863.91
2014-04-02 17:30:00,1307.73
2014-04-02 17:40:00,2751.51
2014-04-02 17:50:00,960.4
2014-04-02 18:00:00,692.99
2014-04-02 18:10:00,736.95
2014-04-02 18:20:00,939.55
2014-04-02 18:30:00,2601.35
2014-04-02 18:40:00,2284.06
2014-04-02 18:50:00,682.8
2014-04-02 19:00:00,2032.63
2014-04-02 19:10:00,1384.46
2014-04-02 19:20:00,433.39
2014-04-02 19:30:00,400.04
2014-04-02 19:40:00,410.95
2014-04-02 19:50:00,409.12
2014-04-02 20:00:00,556.26
2014-04-02 20:10:00,2068.90909091
2014-04-02 20:20:00,1125.0
2014-04-02 20:30:00,423.61
2014-04-02 20:40:00,418.07
2014-04-02 20:50:00,303.16
2014-04-02 21:00:00,312.24742268
2014-04-02 21:10:00,214.908163265
2014-04-02 21:20:00,261.93
2014-04-02 21:30:00,309.57
2014-04-02 21:40:00,284.95
2014-04-02 21:50:00,239.78
2014-04-02 22:00:00,192.97
2014-04-02 22:10:00,317.21
2014-04-02 22:20:00,378.52
2014-04-02 22:30:00,339.26
2014-04-02 22:40:00,189.69
2014-04-02 22:50:00,152.777777778
2014-04-02 23:00:00,209.23
2014-04-02 23:10:00,241.0
2014-04-02 23:20:00,213.777777778
2014-04-02 23:30:00,152.930693069
2014-04-02 23:40:00,176.101010101
2014-04-02 23:50:00,194.181818182
2014-04-03 00:00:00,238.920792079
2014-04-03 00:10:00,207.73
2014-04-03 00:20:00,374.14
2014-04-03 00:30:00,398.89
2014-04-03 00:40:00,388.346938776
2014-04-03 00:50:00,284.886597938
2014-04-03 01:00:00,275.263157895
2014-04-03 01:10:00,255.333333333
2014-04-03 01:20:00,241.757575758
2014-04-03 01:30:00,210.35
2014-04-03 01:40:00,257.03030303
2014-04-03 01:50:00,264.171717172
2014-04-03 02:00:00,185.99
2014-04-03 02:10:00,162.11
2014-04-03 02:20:00,178.18
2014-04-03 02:30:00,527.48
2014-04-03 02:40:00,656.43
2014-04-03 02:50:00,579.72
2014-04-03 03:00:00,491.04
2014-04-03 03:10:00,457.39
2014-04-03 03:20:00,523.59
2014-04-03 03:30:00,531.61
2014-04-03 03:40:00,443.31
2014-04-03 03:50:00,443.06
2014-04-03 04:00:00,471.13
2014-04-03 04:10:00,507.33
2014-04-03 04:20:00,481.38
2014-04-03 04:30:00,482.12
2014-04-03 04:40:00,469.0
2014-04-03 04:50:00,464.1
2014-04-03 05:00:00,405.23
2014-04-03 05:10:00,683.31
2014-04-03 05:20:00,627.84
2014-04-03 05:30:00,646.44
2014-04-03 05:40:00,356.83
2014-04-03 05:50:00,581.63
2014-04-03 06:00:00,621.71
2014-04-03 06:10:00,707.14
2014-04-03 06:20:00,704.68
2014-04-03 06:30:00,2749.64
2014-04-03 06:40:00,1083.18367347
2014-04-03 06:50:00,793.69
2014-04-03 07:00:00,710.82
2014-04-03 07:10:00,560.8
2014-04-03 07:20:00,681.04
2014-04-03 07:30:00,796.69
2014-04-03 07:40:00,872.1
2014-04-03 07:50:00,619.77
2014-04-03 08:00:00,2297.17
2014-04-03 08:10:00,2170.59
2014-04-03 08:20:00,791.62
2014-04-03 08:30:00,875.94
2014-04-03 08:40:00,865.37
2014-04-03 08:50:00,765.12
2014-04-03 09:00:00,746.02
2014-04-03 09:10:00,750.31
2014-04-03 09:20:00,828.78
2014-04-03 09:30:00,995.464646465
2014-04-03 09:40:00,514.646464646
2014-04-03 09:50:00,664.581632653
2014-04-03 10:00:00,2242.77
2014-04-03 10:10:00,1947.72727273
2014-04-03 10:20:00,1823.39
2014-04-03 10:30:00,1290.80232558
2014-04-03 10:40:00,1272.44318182
2014-04-03 10:50:00,1410.95238095
2014-04-03 11:00:00,1086.11842105
2014-04-03 11:10:00,950.752808989
2014-04-03 11:20:00,2753.43820225
2014-04-03 11:30:00,2989.14444444
2014-04-03 11:40:00,1288.08602151
2014-04-03 11:50:00,1091.39759036
2014-04-03 12:00:00,936.404255319
2014-04-03 12:10:00,724.357142857
2014-04-03 12:20:00,586.93814433
2014-04-03 12:30:00,501.730337079
2014-04-03 12:40:00,1075.14942529
2014-04-03 12:50:00,2326.0
2014-04-03 13:00:00,1393.30851064
2014-04-03 13:10:00,1236.15217391
2014-04-03 13:20:00,1552.08988764
2014-04-03 13:30:00,1562.02247191
2014-04-03 13:40:00,1422.25287356
2014-04-03 13:50:00,580.483516484
2014-04-03 14:00:00,547.865853659
2014-04-03 14:10:00,447.736263736
2014-04-03 14:20:00,479.04494382
2014-04-03 14:30:00,489.358695652
2014-04-03 14:40:00,470.979591837
2014-04-03 14:50:00,391.111111111
2014-04-03 15:00:00,447.865671642
2014-04-03 15:10:00,487.022727273
2014-04-03 15:20:00,575.450549451
2014-04-03 15:30:00,502.13253012
2014-04-03 15:40:00,576.3
2014-04-03 15:50:00,768.582417582
2014-04-03 16:00:00,722.337078652
2014-04-03 16:10:00,766.988888889
2014-04-03 16:20:00,553.096385542
2014-04-03 16:30:00,564.927083333
2014-04-03 16:40:00,560.471910112
2014-04-03 16:50:00,2259.60330579
2014-04-03 17:00:00,1426.73737374
2014-04-03 17:10:00,1232.66
2014-04-03 17:20:00,766.71
2014-04-03 17:30:00,677.56
2014-04-03 17:40:00,805.64
2014-04-03 17:50:00,949.2
2014-04-03 18:00:00,1036.62
2014-04-03 18:10:00,983.65
2014-04-03 18:20:00,929.353535354
2014-04-03 18:30:00,770.39
2014-04-03 18:40:00,524.13
2014-04-03 18:50:00,1197.43
2014-04-03 19:00:00,2483.23
2014-04-03 19:10:00,1101.25252525
2014-04-03 19:20:00,736.643564356
2014-04-03 19:30:00,734.13
2014-04-03 19:40:00,638.58
2014-04-03 19:50:00,477.94
2014-04-03 20:00:00,502.6
2014-04-03 20:10:00,1125.85
2014-04-03 20:20:00,631.89
2014-04-03 20:30:00,684.38
2014-04-03 20:40:00,504.38
2014-04-03 20:50:00,422.848484848
2014-04-03 21:00:00,544.92
2014-04-03 21:10:00,470.44
2014-04-03 21:20:00,407.83
2014-04-03 21:30:00,335.64
2014-04-03 21:40:00,359.79
2014-04-03 21:50:00,436.34
2014-04-03 22:00:00,433.393939394
2014-04-03 22:10:00,486.44
2014-04-03 22:20:00,2019.32673267
2014-04-03 22:30:00,1451.24
2014-04-03 22:40:00,379.54
2014-04-03 22:50:00,321.12
2014-04-03 23:00:00,898.53
2014-04-03 23:10:00,2005.43
2014-04-03 23:20:00,452.101010101
2014-04-03 23:30:00,244.808080808
2014-04-03 23:40:00,184.540816327
2014-04-03 23:50:00,168.9
2014-04-04 00:00:00,265.48
2014-04-04 00:10:00,431.31
2014-04-04 00:20:00,436.2
2014-04-04 00:30:00,335.11
2014-04-04 00:40:00,263.91
2014-04-04 00:50:00,257.02
2014-04-04 01:00:00,244.17
2014-04-04 01:10:00,281.37
2014-04-04 01:20:00,308.7
2014-04-04 01:30:00,249.16
2014-04-04 01:40:00,200.21
2014-04-04 01:50:00,189.71
2014-04-04 02:00:00,284.84
2014-04-04 02:10:00,611.94
2014-04-04 02:20:00,537.57
2014-04-04 02:30:00,506.68
2014-04-04 02:40:00,532.25
2014-04-04 02:50:00,553.08
2014-04-04 03:00:00,480.04
2014-04-04 03:10:00,424.33
2014-04-04 03:20:00,474.32
2014-04-04 03:30:00,547.16
2014-04-04 03:40:00,528.76
2014-04-04 03:50:00,436.925531915
2014-04-04 04:00:00,470.99
2014-04-04 04:10:00,484.33
2014-04-04 04:20:00,549.57
2014-04-04 04:30:00,595.47
2014-04-04 04:40:00,579.54
2014-04-04 04:50:00,544.86
2014-04-04 05:00:00,423.69
2014-04-04 05:10:00,555.19
2014-04-04 05:20:00,536.98
2014-04-04 05:30:00,569.16
2014-04-04 05:40:00,400.08
2014-04-04 05:50:00,518.43
2014-04-04 06:00:00,566.02
2014-04-04 06:10:00,613.04
2014-04-04 06:20:00,499.3
2014-04-04 06:30:00,1766.95
2014-04-04 06:40:00,1913.62
2014-04-04 06:50:00,1152.75
2014-04-04 07:00:00,774.260416667
2014-04-04 07:10:00,551.97
2014-04-04 07:20:00,630.31
2014-04-04 07:30:00,668.19
2014-04-04 07:40:00,544.69
2014-04-04 07:50:00,225.87
2014-04-04 08:00:00,213.22
2014-04-04 08:10:00,280.3
2014-04-04 08:20:00,412.49
2014-04-04 08:30:00,285.97
2014-04-04 08:40:00,275.7
2014-04-04 08:50:00,372.33
2014-04-04 09:00:00,413.44
2014-04-04 09:10:00,493.66
2014-04-04 09:20:00,1069.08
2014-04-04 09:30:00,292.03
2014-04-04 09:40:00,322.28
2014-04-04 09:50:00,300.32
2014-04-04 10:00:00,258.09
2014-04-04 10:10:00,260.275510204
2014-04-04 10:20:00,252.76
2014-04-04 10:30:00,656.1
2014-04-04 10:40:00,1022.87
2014-04-04 10:50:00,278.05
2014-04-04 11:00:00,341.101010101
2014-04-04 11:10:00,443.33
2014-04-04 11:20:00,459.85
2014-04-04 11:30:00,370.42
2014-04-04 11:40:00,663.474747475
2014-04-04 11:50:00,530.96969697
2014-04-04 12:00:00,309.43877551
2014-04-04 12:10:00,344.040816327
2014-04-04 12:20:00,777.505050505
2014-04-04 12:30:00,394.56
2014-04-04 12:40:00,292.43877551
2014-04-04 12:50:00,309.489583333
2014-04-04 13:00:00,380.195876289
2014-04-04 13:10:00,414.5
2014-04-04 13:20:00,360.142857143
2014-04-04 13:30:00,365.397959184
2014-04-04 13:40:00,433.063829787
2014-04-04 13:50:00,942.453608247
2014-04-04 14:00:00,409.949494949
2014-04-04 14:10:00,342.726315789
2014-04-04 14:20:00,307.694736842
2014-04-04 14:30:00,364.308510638
2014-04-04 14:40:00,352.721649485
2014-04-04 14:50:00,343.6
2014-04-04 15:00:00,312.505263158
2014-04-04 15:10:00,315.247311828
2014-04-04 15:20:00,394.382978723
2014-04-04 15:30:00,395.79787234
2014-04-04 15:40:00,481.68
2014-04-04 15:50:00,476.153061224
2014-04-04 16:00:00,480.244897959
2014-04-04 16:10:00,1760.83673469
2014-04-04 16:20:00,785.0
2014-04-04 16:30:00,585.424242424
2014-04-04 16:40:00,415.762886598
2014-04-04 16:50:00,429.237113402
2014-04-04 17:00:00,407.797979798
2014-04-04 17:10:00,573.395833333
2014-04-04 17:20:00,672.01010101
2014-04-04 17:30:00,1979.68
2014-04-04 17:40:00,2004.07142857
2014-04-04 17:50:00,634.949494949
2014-04-04 18:00:00,547.05
2014-04-04 18:10:00,472.57
2014-04-04 18:20:00,453.28
2014-04-04 18:30:00,699.53
2014-04-04 18:40:00,2393.96
2014-04-04 18:50:00,1634.77
2014-04-04 19:00:00,399.98989899
2014-04-04 19:10:00,351.262626263
2014-04-04 19:20:00,432.93877551
2014-04-04 19:30:00,483.316831683
2014-04-04 19:40:00,447.57
2014-04-04 19:50:00,444.8
2014-04-04 20:00:00,465.13
2014-04-04 20:10:00,623.864583333
2014-04-04 20:20:00,458.333333333
2014-04-04 20:30:00,345.37
2014-04-04 20:40:00,265.22
2014-04-04 20:50:00,273.15
2014-04-04 21:00:00,409.333333333
2014-04-04 21:10:00,425.297029703
2014-04-04 21:20:00,341.25
2014-04-04 21:30:00,284.38
2014-04-04 21:40:00,386.74
2014-04-04 21:50:00,434.686868687
2014-04-04 22:00:00,407.777777778
2014-04-04 22:10:00,241.08
2014-04-04 22:20:00,273.9
2014-04-04 22:30:00,272.83
2014-04-04 22:40:00,324.26
2014-04-04 22:50:00,268.111111111
2014-04-04 23:00:00,232.346534653
2014-04-04 23:10:00,257.919191919
2014-04-04 23:20:00,262.080808081
2014-04-04 23:30:00,310.148514851
2014-04-04 23:40:00,380.8
2014-04-04 23:50:00,346.66
2014-04-05 00:00:00,292.090909091
2014-04-05 00:10:00,160.65
2014-04-05 00:20:00,196.25
2014-04-05 00:30:00,233.55
2014-04-05 00:40:00,193.71
2014-04-05 00:50:00,213.1
2014-04-05 01:00:00,226.65
2014-04-05 01:10:00,340.17
2014-04-05 01:20:00,326.05
2014-04-05 01:30:00,201.79
2014-04-05 01:40:00,283.72
2014-04-05 01:50:00,400.05
2014-04-05 02:00:00,456.66
2014-04-05 02:10:00,280.7
2014-04-05 02:20:00,192.45
2014-04-05 02:30:00,357.63
2014-04-05 02:40:00,488.97
2014-04-05 02:50:00,479.3
2014-04-05 03:00:00,489.1
2014-04-05 03:10:00,474.98
2014-04-05 03:20:00,462.41
2014-04-05 03:30:00,442.73
2014-04-05 03:40:00,516.42
2014-04-05 03:50:00,514.17
2014-04-05 04:00:00,561.73
2014-04-05 04:10:00,507.19
2014-04-05 04:20:00,570.52
2014-04-05 04:30:00,543.29
2014-04-05 04:40:00,468.26
2014-04-05 04:50:00,407.46
2014-04-05 05:00:00,462.45
2014-04-05 05:10:00,513.38
2014-04-05 05:20:00,567.95
2014-04-05 05:30:00,394.15
2014-04-05 05:40:00,525.65
2014-04-05 05:50:00,416.17
2014-04-05 06:00:00,1421.3
2014-04-05 06:10:00,512.19
2014-04-05 06:20:00,645.96
2014-04-05 06:30:00,602.25
2014-04-05 06:40:00,606.42
2014-04-05 06:50:00,563.171717172
2014-04-05 07:00:00,687.28
2014-04-05 07:10:00,1214.93
2014-04-05 07:20:00,718.38
2014-04-05 07:30:00,614.4
2014-04-05 07:40:00,693.07
2014-04-05 07:50:00,649.17
2014-04-05 08:00:00,1030.88
2014-04-05 08:10:00,682.96
2014-04-05 08:20:00,559.05
2014-04-05 08:30:00,587.2
2014-04-05 08:40:00,516.39
2014-04-05 08:50:00,490.3
2014-04-05 09:00:00,342.02
2014-04-05 09:10:00,318.55
2014-04-05 09:20:00,341.85
2014-04-05 09:30:00,188.99
2014-04-05 09:40:00,281.28
2014-04-05 09:50:00,218.58
2014-04-05 10:00:00,215.95
2014-04-05 10:10:00,206.92
2014-04-05 10:20:00,227.353535354
2014-04-05 10:30:00,2067.34
2014-04-05 10:40:00,1872.58
2014-04-05 10:50:00,732.82
2014-04-05 11:00:00,341.16
2014-04-05 11:10:00,218.49
2014-04-05 11:20:00,268.24
2014-04-05 11:30:00,275.56
2014-04-05 11:40:00,322.85
2014-04-05 11:50:00,872.58
2014-04-05 12:00:00,1643.87
2014-04-05 12:10:00,1317.11
2014-04-05 12:20:00,1565.86
2014-04-05 12:30:00,1725.78
2014-04-05 12:40:00,1605.28
2014-04-05 12:50:00,2251.09
2014-04-05 13:00:00,2311.14736842
2014-04-05 13:10:00,470.24
2014-04-05 13:20:00,465.96
2014-04-05 13:30:00,346.99
2014-04-05 13:40:00,1747.89
2014-04-05 13:50:00,1267.57
2014-04-05 14:00:00,413.58
2014-04-05 14:10:00,404.48
2014-04-05 14:20:00,239.06
2014-04-05 14:30:00,187.62
2014-04-05 14:40:00,168.57
2014-04-05 14:50:00,205.71
2014-04-05 15:00:00,172.75
2014-04-05 15:10:00,1047.66
2014-04-05 15:20:00,1709.7
2014-04-05 15:30:00,248.14
2014-04-05 15:40:00,381.21
2014-04-05 15:50:00,444.64
2014-04-05 16:00:00,738.77
2014-04-05 16:10:00,314.91
2014-04-05 16:20:00,269.51
2014-04-05 16:30:00,343.42
2014-04-05 16:40:00,383.63
2014-04-05 16:50:00,354.91
2014-04-05 17:00:00,268.97
2014-04-05 17:10:00,279.56
2014-04-05 17:20:00,490.373737374
2014-04-05 17:30:00,443.06
2014-04-05 17:40:00,964.96
2014-04-05 17:50:00,1199.49
2014-04-05 18:00:00,3073.83
2014-04-05 18:10:00,2343.84
2014-04-05 18:20:00,2662.36
2014-04-05 18:30:00,1511.76767677
2014-04-05 18:40:00,563.070707071
2014-04-05 18:50:00,380.76
2014-04-05 19:00:00,430.66
2014-04-05 19:10:00,467.69
2014-04-05 19:20:00,542.62
2014-04-05 19:30:00,545.01
2014-04-05 19:40:00,497.75
2014-04-05 19:50:00,435.64
2014-04-05 20:00:00,476.14
2014-04-05 20:10:00,477.14
2014-04-05 20:20:00,435.51
2014-04-05 20:30:00,387.66
2014-04-05 20:40:00,530.09
2014-04-05 20:50:00,640.41
2014-04-05 21:00:00,609.11
2014-04-05 21:10:00,410.72
2014-04-05 21:20:00,397.89
2014-04-05 21:30:00,544.9
2014-04-05 21:40:00,608.62
2014-04-05 21:50:00,535.13
2014-04-05 22:00:00,444.75
2014-04-05 22:10:00,493.72
2014-04-05 22:20:00,703.09
2014-04-05 22:30:00,756.58
